证券代码,证券简称,起始交易日期,最后交易日期,交割月份,行权价格,期权类型
10005983.SH,科创50沽2023年10月1050,2023-08-24,2023-10-25,202310,1.0500,认沽
10005984.SH,科创50沽2023年10月1100,2023-08-24,2023-10-25,202310,1.1000,认沽
10005985.SH,科创板50购2023年10月700,2023-08-24,2023-10-25,202310,0.7000,认购
10005986.SH,科创板50购2023年10月750,2023-08-24,2023-10-25,202310,0.7500,认购
10005987.SH,科创板50购2023年10月800,2023-08-24,2023-10-25,202310,0.8000,认购
10005988.SH,科创板50购2023年10月850,2023-08-24,2023-10-25,202310,0.8500,认购
10005989.SH,科创板50购2023年10月900,2023-08-24,2023-10-25,202310,0.9000,认购
10005990.SH,科创板50购2023年10月950,2023-08-24,2023-10-25,202310,0.9500,认购
10005991.SH,科创板50购2023年10月1000,2023-08-24,2023-10-25,202310,1.0000,认购
10005992.SH,科创板50购2023年10月1050,2023-08-24,2023-10-25,202310,1.0500,认购
10005993.SH,科创板50购2023年10月1100,2023-08-24,2023-10-25,202310,1.1000,认购
10005994.SH,科创板50沽2023年10月700,2023-08-24,2023-10-25,202310,0.7000,认沽
10005995.SH,科创板50沽2023年10月750,2023-08-24,2023-10-25,202310,0.7500,认沽
10005996.SH,科创板50沽2023年10月800,2023-08-24,2023-10-25,202310,0.8000,认沽
10005997.SH,科创板50沽2023年10月850,2023-08-24,2023-10-25,202310,0.8500,认沽
10005998.SH,科创板50沽2023年10月900,2023-08-24,2023-10-25,202310,0.9000,认沽
10005999.SH,科创板50沽2023年10月950,2023-08-24,2023-10-25,202310,0.9500,认沽
10006000.SH,科创板50沽2023年10月1000,2023-08-24,2023-10-25,202310,1.0000,认沽
10006001.SH,科创板50沽2023年10月1050,2023-08-24,2023-10-25,202310,1.0500,认沽
10006002.SH,科创板50沽2023年10月1100,2023-08-24,2023-10-25,202310,1.1000,认沽
10006003.SH,科创50购2023年10月1150,2023-08-25,2023-10-25,202310,1.1500,认购
10006004.SH,科创50沽2023年10月1150,2023-08-25,2023-10-25,202310,1.1500,认沽
10006005.SH,50ETF购2023年10月2800,2023-08-29,2023-10-25,202310,2.8000,认购
10006006.SH,50ETF沽2023年10月2800,2023-08-29,2023-10-25,202310,2.8000,认沽
10006007.SH,300ETF购2023年10月4300,2023-08-30,2023-10-25,202310,4.3000,认购
10006008.SH,300ETF沽2023年10月4300,2023-08-30,2023-10-25,202310,4.3000,认沽
10006009.SH,科创板50购2023年10月1150,2023-08-30,2023-10-25,202310,1.1500,认购
10006010.SH,科创板50沽2023年10月1150,2023-08-30,2023-10-25,202310,1.1500,认沽
10006011.SH,500ETF购2023年10月7000,2023-08-31,2023-10-25,202310,7.0000,认购
10006012.SH,500ETF沽2023年10月7000,2023-08-31,2023-10-25,202310,7.0000,认沽
10006013.SH,科创50购2023年10月1200,2023-08-31,2023-10-25,202310,1.2000,认购
10006014.SH,科创50沽2023年10月1200,2023-08-31,2023-10-25,202310,1.2000,认沽
10006015.SH,50ETF购2023年10月2850,2023-09-05,2023-10-25,202310,2.8500,认购
10006016.SH,50ETF沽2023年10月2850,2023-09-05,2023-10-25,202310,2.8500,认沽
10006017.SH,300ETF购2023年9月3300,2023-09-22,2023-09-27,202309,3.3000,认购
10006018.SH,300ETF沽2023年9月3300,2023-09-22,2023-09-27,202309,3.3000,认沽
10006019.SH,300ETF购2023年10月3300,2023-09-22,2023-10-25,202310,3.3000,认购
10006020.SH,300ETF沽2023年10月3300,2023-09-22,2023-10-25,202310,3.3000,认沽
10006021.SH,300ETF购2023年12月3300,2023-09-22,2023-12-27,202312,3.3000,认购
10006022.SH,300ETF沽2023年12月3300,2023-09-22,2023-12-27,202312,3.3000,认沽
10006023.SH,300ETF购2024年3月3231A,2023-09-22,2024-03-27,202403,3.2310,认购
10006024.SH,300ETF沽2024年3月3231A,2023-09-22,2024-03-27,202403,3.2310,认沽
10006025.SH,50ETF购2023年11月2400,2023-09-28,2023-11-22,202311,2.4000,认购
10006026.SH,50ETF购2023年11月2450,2023-09-28,2023-11-22,202311,2.4500,认购
10006027.SH,50ETF购2023年11月2500,2023-09-28,2023-11-22,202311,2.5000,认购
10006028.SH,50ETF购2023年11月2550,2023-09-28,2023-11-22,202311,2.5500,认购
10006029.SH,50ETF购2023年11月2600,2023-09-28,2023-11-22,202311,2.6000,认购
10006030.SH,50ETF购2023年11月2650,2023-09-28,2023-11-22,202311,2.6500,认购
10006031.SH,50ETF购2023年11月2700,2023-09-28,2023-11-22,202311,2.7000,认购
10006032.SH,50ETF购2023年11月2750,2023-09-28,2023-11-22,202311,2.7500,认购
10006033.SH,50ETF购2023年11月2800,2023-09-28,2023-11-22,202311,2.8000,认购
10006034.SH,50ETF沽2023年11月2400,2023-09-28,2023-11-22,202311,2.4000,认沽
10006035.SH,50ETF沽2023年11月2450,2023-09-28,2023-11-22,202311,2.4500,认沽
10006036.SH,50ETF沽2023年11月2500,2023-09-28,2023-11-22,202311,2.5000,认沽
10006037.SH,50ETF沽2023年11月2550,2023-09-28,2023-11-22,202311,2.5500,认沽
10006038.SH,50ETF沽2023年11月2600,2023-09-28,2023-11-22,202311,2.6000,认沽
10006039.SH,50ETF沽2023年11月2650,2023-09-28,2023-11-22,202311,2.6500,认沽
10006040.SH,50ETF沽2023年11月2700,2023-09-28,2023-11-22,202311,2.7000,认沽
10006041.SH,50ETF沽2023年11月2750,2023-09-28,2023-11-22,202311,2.7500,认沽
10006042.SH,50ETF沽2023年11月2800,2023-09-28,2023-11-22,202311,2.8000,认沽
10006043.SH,300ETF购2023年11月3400,2023-09-28,2023-11-22,202311,3.4000,认购
10006044.SH,300ETF购2023年11月3500,2023-09-28,2023-11-22,202311,3.5000,认购
10006045.SH,300ETF购2023年11月3600,2023-09-28,2023-11-22,202311,3.6000,认购
10006046.SH,300ETF购2023年11月3700,2023-09-28,2023-11-22,202311,3.7000,认购
10006047.SH,300ETF购2023年11月3800,2023-09-28,2023-11-22,202311,3.8000,认购
10006048.SH,300ETF购2023年11月3900,2023-09-28,2023-11-22,202311,3.9000,认购
10006049.SH,300ETF购2023年11月4000,2023-09-28,2023-11-22,202311,4.0000,认购
10006050.SH,300ETF购2023年11月4100,2023-09-28,2023-11-22,202311,4.1000,认购
10006051.SH,300ETF购2023年11月4200,2023-09-28,2023-11-22,202311,4.2000,认购
10006052.SH,300ETF沽2023年11月3400,2023-09-28,2023-11-22,202311,3.4000,认沽
10006053.SH,300ETF沽2023年11月3500,2023-09-28,2023-11-22,202311,3.5000,认沽
10006054.SH,300ETF沽2023年11月3600,2023-09-28,2023-11-22,202311,3.6000,认沽
10006055.SH,300ETF沽2023年11月3700,2023-09-28,2023-11-22,202311,3.7000,认沽
10006056.SH,300ETF沽2023年11月3800,2023-09-28,2023-11-22,202311,3.8000,认沽
10006057.SH,300ETF沽2023年11月3900,2023-09-28,2023-11-22,202311,3.9000,认沽
10006058.SH,300ETF沽2023年11月4000,2023-09-28,2023-11-22,202311,4.0000,认沽
10006059.SH,300ETF沽2023年11月4100,2023-09-28,2023-11-22,202311,4.1000,认沽
10006060.SH,300ETF沽2023年11月4200,2023-09-28,2023-11-22,202311,4.2000,认沽
10006061.SH,500ETF购2023年11月4900,2023-09-28,2023-11-22,202311,4.9000,认购
10006062.SH,500ETF购2023年11月5000,2023-09-28,2023-11-22,202311,5.0000,认购
10006063.SH,500ETF购2023年11月5250,2023-09-28,2023-11-22,202311,5.2500,认购
10006064.SH,500ETF购2023年11月5500,2023-09-28,2023-11-22,202311,5.5000,认购
10006065.SH,500ETF购2023年11月5750,2023-09-28,2023-11-22,202311,5.7500,认购
10006066.SH,500ETF购2023年11月6000,2023-09-28,2023-11-22,202311,6.0000,认购
10006067.SH,500ETF购2023年11月6250,2023-09-28,2023-11-22,202311,6.2500,认购
10006068.SH,500ETF购2023年11月6500,2023-09-28,2023-11-22,202311,6.5000,认购
10006069.SH,500ETF购2023年11月6750,2023-09-28,2023-11-22,202311,6.7500,认购
10006070.SH,500ETF沽2023年11月4900,2023-09-28,2023-11-22,202311,4.9000,认沽
10006071.SH,500ETF沽2023年11月5000,2023-09-28,2023-11-22,202311,5.0000,认沽
10006072.SH,500ETF沽2023年11月5250,2023-09-28,2023-11-22,202311,5.2500,认沽
10006073.SH,500ETF沽2023年11月5500,2023-09-28,2023-11-22,202311,5.5000,认沽
10006074.SH,500ETF沽2023年11月5750,2023-09-28,2023-11-22,202311,5.7500,认沽
10006075.SH,500ETF沽2023年11月6000,2023-09-28,2023-11-22,202311,6.0000,认沽
10006076.SH,500ETF沽2023年11月6250,2023-09-28,2023-11-22,202311,6.2500,认沽
10006077.SH,500ETF沽2023年11月6500,2023-09-28,2023-11-22,202311,6.5000,认沽
10006078.SH,500ETF沽2023年11月6750,2023-09-28,2023-11-22,202311,6.7500,认沽
10006079.SH,科创50购2023年11月750,2023-09-28,2023-11-22,202311,0.7500,认购
10006080.SH,科创50购2023年11月800,2023-09-28,2023-11-22,202311,0.8000,认购
10006081.SH,科创50购2023年11月850,2023-09-28,2023-11-22,202311,0.8500,认购
10006082.SH,科创50购2023年11月900,2023-09-28,2023-11-22,202311,0.9000,认购
10006083.SH,科创50购2023年11月950,2023-09-28,2023-11-22,202311,0.9500,认购
10006084.SH,科创50购2023年11月1000,2023-09-28,2023-11-22,202311,1.0000,认购
10006085.SH,科创50购2023年11月1050,2023-09-28,2023-11-22,202311,1.0500,认购
10006086.SH,科创50购2023年11月1100,2023-09-28,2023-11-22,202311,1.1000,认购
10006087.SH,科创50购2023年11月1150,2023-09-28,2023-11-22,202311,1.1500,认购
10006088.SH,科创50沽2023年11月750,2023-09-28,2023-11-22,202311,0.7500,认沽
10006089.SH,科创50沽2023年11月800,2023-09-28,2023-11-22,202311,0.8000,认沽
10006090.SH,科创50沽2023年11月850,2023-09-28,2023-11-22,202311,0.8500,认沽
10006091.SH,科创50沽2023年11月900,2023-09-28,2023-11-22,202311,0.9000,认沽
10006092.SH,科创50沽2023年11月950,2023-09-28,2023-11-22,202311,0.9500,认沽
10006093.SH,科创50沽2023年11月1000,2023-09-28,2023-11-22,202311,1.0000,认沽
10006094.SH,科创50沽2023年11月1050,2023-09-28,2023-11-22,202311,1.0500,认沽
10006095.SH,科创50沽2023年11月1100,2023-09-28,2023-11-22,202311,1.1000,认沽
10006096.SH,科创50沽2023年11月1150,2023-09-28,2023-11-22,202311,1.1500,认沽
10006097.SH,科创板50购2023年11月700,2023-09-28,2023-11-22,202311,0.7000,认购
10006098.SH,科创板50购2023年11月750,2023-09-28,2023-11-22,202311,0.7500,认购
10006099.SH,科创板50购2023年11月800,2023-09-28,2023-11-22,202311,0.8000,认购
10006100.SH,科创板50购2023年11月850,2023-09-28,2023-11-22,202311,0.8500,认购
10006101.SH,科创板50购2023年11月900,2023-09-28,2023-11-22,202311,0.9000,认购
10006102.SH,科创板50购2023年11月950,2023-09-28,2023-11-22,202311,0.9500,认购
10006103.SH,科创板50购2023年11月1000,2023-09-28,2023-11-22,202311,1.0000,认购
10006104.SH,科创板50购2023年11月1050,2023-09-28,2023-11-22,202311,1.0500,认购
10006105.SH,科创板50购2023年11月1100,2023-09-28,2023-11-22,202311,1.1000,认购
10006106.SH,科创板50沽2023年11月700,2023-09-28,2023-11-22,202311,0.7000,认沽
10006107.SH,科创板50沽2023年11月750,2023-09-28,2023-11-22,202311,0.7500,认沽
10006108.SH,科创板50沽2023年11月800,2023-09-28,2023-11-22,202311,0.8000,认沽
10006109.SH,科创板50沽2023年11月850,2023-09-28,2023-11-22,202311,0.8500,认沽
10006110.SH,科创板50沽2023年11月900,2023-09-28,2023-11-22,202311,0.9000,认沽
10006111.SH,科创板50沽2023年11月950,2023-09-28,2023-11-22,202311,0.9500,认沽
10006112.SH,科创板50沽2023年11月1000,2023-09-28,2023-11-22,202311,1.0000,认沽
10006113.SH,科创板50沽2023年11月1050,2023-09-28,2023-11-22,202311,1.0500,认沽
10006114.SH,科创板50沽2023年11月1100,2023-09-28,2023-11-22,202311,1.1000,认沽
10006115.SH,50ETF购2023年11月2350,2023-10-11,2023-11-22,202311,2.3500,认购
10006116.SH,50ETF沽2023年11月2350,2023-10-11,2023-11-22,202311,2.3500,认沽
10006117.SH,300ETF购2023年11月3300,2023-10-11,2023-11-22,202311,3.3000,认购
10006118.SH,300ETF沽2023年11月3300,2023-10-11,2023-11-22,202311,3.3000,认沽
10006119.SH,科创50购2023年11月700,2023-10-11,2023-11-22,202311,0.7000,认购
10006120.SH,科创50沽2023年11月700,2023-10-11,2023-11-22,202311,0.7000,认沽
10006121.SH,50ETF购2023年10月2250,2023-10-20,2023-10-25,202310,2.2500,认购
10006122.SH,50ETF购2023年10月2300,2023-10-20,2023-10-25,202310,2.3000,认购
10006123.SH,50ETF沽2023年10月2250,2023-10-20,2023-10-25,202310,2.2500,认沽
10006124.SH,50ETF沽2023年10月2300,2023-10-20,2023-10-25,202310,2.3000,认沽
10006125.SH,50ETF购2023年11月2250,2023-10-20,2023-11-22,202311,2.2500,认购
10006126.SH,50ETF购2023年11月2300,2023-10-20,2023-11-22,202311,2.3000,认购
10006127.SH,50ETF沽2023年11月2250,2023-10-20,2023-11-22,202311,2.2500,认沽
10006128.SH,50ETF沽2023年11月2300,2023-10-20,2023-11-22,202311,2.3000,认沽
10006129.SH,50ETF购2023年12月2214A,2023-10-20,2023-12-27,202312,2.2140,认购
10006130.SH,50ETF沽2023年12月2214A,2023-10-20,2023-12-27,202312,2.2140,认沽
10006131.SH,50ETF购2024年3月2214A,2023-10-20,2024-03-27,202403,2.2140,认购
10006132.SH,50ETF购2024年3月2264A,2023-10-20,2024-03-27,202403,2.2640,认购
10006133.SH,50ETF沽2024年3月2214A,2023-10-20,2024-03-27,202403,2.2140,认沽
10006134.SH,50ETF沽2024年3月2264A,2023-10-20,2024-03-27,202403,2.2640,认沽
10006135.SH,300ETF购2023年10月3200,2023-10-20,2023-10-25,202310,3.2000,认购
10006136.SH,300ETF沽2023年10月3200,2023-10-20,2023-10-25,202310,3.2000,认沽
10006137.SH,300ETF购2023年11月3200,2023-10-20,2023-11-22,202311,3.2000,认购
10006138.SH,300ETF沽2023年11月3200,2023-10-20,2023-11-22,202311,3.2000,认沽
10006139.SH,300ETF购2023年12月3200,2023-10-20,2023-12-27,202312,3.2000,认购
10006140.SH,300ETF沽2023年12月3200,2023-10-20,2023-12-27,202312,3.2000,认沽
10006141.SH,300ETF购2024年3月3133A,2023-10-20,2024-03-27,202403,3.1330,认购
10006142.SH,300ETF沽2024年3月3133A,2023-10-20,2024-03-27,202403,3.1330,认沽
10006143.SH,500ETF购2023年10月4800,2023-10-20,2023-10-25,202310,4.8000,认购
10006144.SH,500ETF沽2023年10月4800,2023-10-20,2023-10-25,202310,4.8000,认沽
10006145.SH,500ETF购2023年11月4800,2023-10-20,2023-11-22,202311,4.8000,认购
10006146.SH,500ETF沽2023年11月4800,2023-10-20,2023-11-22,202311,4.8000,认沽
10006147.SH,500ETF购2023年12月4800,2023-10-20,2023-12-27,202312,4.8000,认购
10006148.SH,500ETF沽2023年12月4800,2023-10-20,2023-12-27,202312,4.8000,认沽
10006149.SH,500ETF购2024年3月4800,2023-10-20,2024-03-27,202403,4.8000,认购
10006150.SH,500ETF沽2024年3月4800,2023-10-20,2024-03-27,202403,4.8000,认沽
10006151.SH,300ETF购2023年10月3100,2023-10-24,2023-10-25,202310,3.1000,认购
10006152.SH,300ETF沽2023年10月3100,2023-10-24,2023-10-25,202310,3.1000,认沽
10006153.SH,300ETF购2023年11月3100,2023-10-24,2023-11-22,202311,3.1000,认购
10006154.SH,300ETF沽2023年11月3100,2023-10-24,2023-11-22,202311,3.1000,认沽
10006155.SH,300ETF购2023年12月3100,2023-10-24,2023-12-27,202312,3.1000,认购
10006156.SH,300ETF沽2023年12月3100,2023-10-24,2023-12-27,202312,3.1000,认沽
10006157.SH,300ETF购2024年3月3035A,2023-10-24,2024-03-27,202403,3.0350,认购
10006158.SH,300ETF沽2024年3月3035A,2023-10-24,2024-03-27,202403,3.0350,认沽
10006159.SH,科创板50购2023年10月650,2023-10-24,2023-10-25,202310,0.6500,认购
10006160.SH,科创板50沽2023年10月650,2023-10-24,2023-10-25,202310,0.6500,认沽
10006161.SH,科创板50购2023年11月650,2023-10-24,2023-11-22,202311,0.6500,认购
10006162.SH,科创板50沽2023年11月650,2023-10-24,2023-11-22,202311,0.6500,认沽
10006163.SH,科创板50购2023年12月650,2023-10-24,2023-12-27,202312,0.6500,认购
10006164.SH,科创板50沽2023年12月650,2023-10-24,2023-12-27,202312,0.6500,认沽
10006165.SH,科创板50购2024年3月650,2023-10-24,2024-03-27,202403,0.6500,认购
10006166.SH,科创板50沽2024年3月650,2023-10-24,2024-03-27,202403,0.6500,认沽
10006167.SH,50ETF购2024年6月2214A,2023-10-26,2024-06-26,202406,2.2140,认购
10006168.SH,50ETF购2024年6月2264A,2023-10-26,2024-06-26,202406,2.2640,认购
10006169.SH,50ETF购2024年6月2313A,2023-10-26,2024-06-26,202406,2.3130,认购
10006170.SH,50ETF购2024年6月2362A,2023-10-26,2024-06-26,202406,2.3620,认购
10006171.SH,50ETF购2024年6月2411A,2023-10-26,2024-06-26,202406,2.4110,认购
10006172.SH,50ETF购2024年6月2460A,2023-10-26,2024-06-26,202406,2.4600,认购
10006173.SH,50ETF购2024年6月2510A,2023-10-26,2024-06-26,202406,2.5100,认购
10006174.SH,50ETF购2024年6月2559A,2023-10-26,2024-06-26,202406,2.5590,认购
10006175.SH,50ETF购2024年6月2608A,2023-10-26,2024-06-26,202406,2.6080,认购
10006176.SH,50ETF沽2024年6月2214A,2023-10-26,2024-06-26,202406,2.2140,认沽
10006177.SH,50ETF沽2024年6月2264A,2023-10-26,2024-06-26,202406,2.2640,认沽
10006178.SH,50ETF沽2024年6月2313A,2023-10-26,2024-06-26,202406,2.3130,认沽
10006179.SH,50ETF沽2024年6月2362A,2023-10-26,2024-06-26,202406,2.3620,认沽
10006180.SH,50ETF沽2024年6月2411A,2023-10-26,2024-06-26,202406,2.4110,认沽
10006181.SH,50ETF沽2024年6月2460A,2023-10-26,2024-06-26,202406,2.4600,认沽
10006182.SH,50ETF沽2024年6月2510A,2023-10-26,2024-06-26,202406,2.5100,认沽
10006183.SH,50ETF沽2024年6月2559A,2023-10-26,2024-06-26,202406,2.5590,认沽
10006184.SH,50ETF沽2024年6月2608A,2023-10-26,2024-06-26,202406,2.6080,认沽
10006185.SH,300ETF购2024年6月3133A,2023-10-26,2024-06-26,202406,3.1330,认购
10006186.SH,300ETF购2024年6月3231A,2023-10-26,2024-06-26,202406,3.2310,认购
10006187.SH,300ETF购2024年6月3329A,2023-10-26,2024-06-26,202406,3.3290,认购
10006188.SH,300ETF购2024年6月3427A,2023-10-26,2024-06-26,202406,3.4270,认购
10006189.SH,300ETF购2024年6月3525A,2023-10-26,2024-06-26,202406,3.5250,认购
10006190.SH,300ETF购2024年6月3622A,2023-10-26,2024-06-26,202406,3.6220,认购
10006191.SH,300ETF购2024年6月3720A,2023-10-26,2024-06-26,202406,3.7200,认购
10006192.SH,300ETF购2024年6月3818A,2023-10-26,2024-06-26,202406,3.8180,认购
10006193.SH,300ETF购2024年6月3916A,2023-10-26,2024-06-26,202406,3.9160,认购
10006194.SH,300ETF沽2024年6月3133A,2023-10-26,2024-06-26,202406,3.1330,认沽
10006195.SH,300ETF沽2024年6月3231A,2023-10-26,2024-06-26,202406,3.2310,认沽
10006196.SH,300ETF沽2024年6月3329A,2023-10-26,2024-06-26,202406,3.3290,认沽
10006197.SH,300ETF沽2024年6月3427A,2023-10-26,2024-06-26,202406,3.4270,认沽
10006198.SH,300ETF沽2024年6月3525A,2023-10-26,2024-06-26,202406,3.5250,认沽
10006199.SH,300ETF沽2024年6月3622A,2023-10-26,2024-06-26,202406,3.6220,认沽
10006200.SH,300ETF沽2024年6月3720A,2023-10-26,2024-06-26,202406,3.7200,认沽
10006201.SH,300ETF沽2024年6月3818A,2023-10-26,2024-06-26,202406,3.8180,认沽
10006202.SH,300ETF沽2024年6月3916A,2023-10-26,2024-06-26,202406,3.9160,认沽
10006203.SH,500ETF购2024年6月4724A,2023-10-26,2024-06-26,202406,4.7240,认购
10006204.SH,500ETF购2024年6月4823A,2023-10-26,2024-06-26,202406,4.8230,认购
10006205.SH,500ETF购2024年6月4921A,2023-10-26,2024-06-26,202406,4.9210,认购
10006206.SH,500ETF购2024年6月5167A,2023-10-26,2024-06-26,202406,5.1670,认购
10006207.SH,500ETF购2024年6月5413A,2023-10-26,2024-06-26,202406,5.4130,认购
10006208.SH,500ETF购2024年6月5659A,2023-10-26,2024-06-26,202406,5.6590,认购
10006209.SH,500ETF购2024年6月5906A,2023-10-26,2024-06-26,202406,5.9060,认购
10006210.SH,500ETF购2024年6月6152A,2023-10-26,2024-06-26,202406,6.1520,认购
10006211.SH,500ETF购2024年6月6398A,2023-10-26,2024-06-26,202406,6.3980,认购
10006212.SH,500ETF沽2024年6月4724A,2023-10-26,2024-06-26,202406,4.7240,认沽
10006213.SH,500ETF沽2024年6月4823A,2023-10-26,2024-06-26,202406,4.8230,认沽
10006214.SH,500ETF沽2024年6月4921A,2023-10-26,2024-06-26,202406,4.9210,认沽
10006215.SH,500ETF沽2024年6月5167A,2023-10-26,2024-06-26,202406,5.1670,认沽
10006216.SH,500ETF沽2024年6月5413A,2023-10-26,2024-06-26,202406,5.4130,认沽
10006217.SH,500ETF沽2024年6月5659A,2023-10-26,2024-06-26,202406,5.6590,认沽
10006218.SH,500ETF沽2024年6月5906A,2023-10-26,2024-06-26,202406,5.9060,认沽
10006219.SH,500ETF沽2024年6月6152A,2023-10-26,2024-06-26,202406,6.1520,认沽
10006220.SH,500ETF沽2024年6月6398A,2023-10-26,2024-06-26,202406,6.3980,认沽
10006221.SH,科创50购2024年6月700,2023-10-26,2024-06-26,202406,0.7000,认购
10006222.SH,科创50购2024年6月750,2023-10-26,2024-06-26,202406,0.7500,认购
10006223.SH,科创50购2024年6月800,2023-10-26,2024-06-26,202406,0.8000,认购
10006224.SH,科创50购2024年6月850,2023-10-26,2024-06-26,202406,0.8500,认购
10006225.SH,科创50购2024年6月900,2023-10-26,2024-06-26,202406,0.9000,认购
10006226.SH,科创50购2024年6月950,2023-10-26,2024-06-26,202406,0.9500,认购
10006227.SH,科创50购2024年6月1000,2023-10-26,2024-06-26,202406,1.0000,认购
10006228.SH,科创50购2024年6月1050,2023-10-26,2024-06-26,202406,1.0500,认购
10006229.SH,科创50购2024年6月1100,2023-10-26,2024-06-26,202406,1.1000,认购
10006230.SH,科创50沽2024年6月700,2023-10-26,2024-06-26,202406,0.7000,认沽
10006231.SH,科创50沽2024年6月750,2023-10-26,2024-06-26,202406,0.7500,认沽
10006232.SH,科创50沽2024年6月800,2023-10-26,2024-06-26,202406,0.8000,认沽
10006233.SH,科创50沽2024年6月850,2023-10-26,2024-06-26,202406,0.8500,认沽
10006234.SH,科创50沽2024年6月900,2023-10-26,2024-06-26,202406,0.9000,认沽
10006235.SH,科创50沽2024年6月950,2023-10-26,2024-06-26,202406,0.9500,认沽
10006236.SH,科创50沽2024年6月1000,2023-10-26,2024-06-26,202406,1.0000,认沽
10006237.SH,科创50沽2024年6月1050,2023-10-26,2024-06-26,202406,1.0500,认沽
10006238.SH,科创50沽2024年6月1100,2023-10-26,2024-06-26,202406,1.1000,认沽
10006239.SH,科创板50购2024年6月650,2023-10-26,2024-06-26,202406,0.6500,认购
10006240.SH,科创板50购2024年6月700,2023-10-26,2024-06-26,202406,0.7000,认购
10006241.SH,科创板50购2024年6月750,2023-10-26,2024-06-26,202406,0.7500,认购
10006242.SH,科创板50购2024年6月800,2023-10-26,2024-06-26,202406,0.8000,认购
10006243.SH,科创板50购2024年6月850,2023-10-26,2024-06-26,202406,0.8500,认购
10006244.SH,科创板50购2024年6月900,2023-10-26,2024-06-26,202406,0.9000,认购
10006245.SH,科创板50购2024年6月950,2023-10-26,2024-06-26,202406,0.9500,认购
10006246.SH,科创板50购2024年6月1000,2023-10-26,2024-06-26,202406,1.0000,认购
10006247.SH,科创板50购2024年6月1050,2023-10-26,2024-06-26,202406,1.0500,认购
10006248.SH,科创板50沽2024年6月650,2023-10-26,2024-06-26,202406,0.6500,认沽
10006249.SH,科创板50沽2024年6月700,2023-10-26,2024-06-26,202406,0.7000,认沽
10006250.SH,科创板50沽2024年6月750,2023-10-26,2024-06-26,202406,0.7500,认沽
10006251.SH,科创板50沽2024年6月800,2023-10-26,2024-06-26,202406,0.8000,认沽
10006252.SH,科创板50沽2024年6月850,2023-10-26,2024-06-26,202406,0.8500,认沽
10006253.SH,科创板50沽2024年6月900,2023-10-26,2024-06-26,202406,0.9000,认沽
10006254.SH,科创板50沽2024年6月950,2023-10-26,2024-06-26,202406,0.9500,认沽
10006255.SH,科创板50沽2024年6月1000,2023-10-26,2024-06-26,202406,1.0000,认沽
10006256.SH,科创板50沽2024年6月1050,2023-10-26,2024-06-26,202406,1.0500,认沽
10006257.SH,50ETF购2024年6月2657A,2023-10-30,2024-06-26,202406,2.6570,认购
10006258.SH,50ETF沽2024年6月2657A,2023-10-30,2024-06-26,202406,2.6570,认沽
10006259.SH,科创板50购2024年6月1100,2023-10-30,2024-06-26,202406,1.1000,认购
10006260.SH,科创板50沽2024年6月1100,2023-10-30,2024-06-26,202406,1.1000,认沽
10006261.SH,300ETF购2024年6月4014A,2023-10-31,2024-06-26,202406,4.0140,认购
10006262.SH,300ETF沽2024年6月4014A,2023-10-31,2024-06-26,202406,4.0140,认沽
10006263.SH,500ETF购2024年6月6644A,2023-10-31,2024-06-26,202406,6.6440,认购
10006264.SH,500ETF沽2024年6月6644A,2023-10-31,2024-06-26,202406,6.6440,认沽
10006265.SH,50ETF购2024年6月2706A,2023-11-07,2024-06-26,202406,2.7060,认购
10006266.SH,50ETF沽2024年6月2706A,2023-11-07,2024-06-26,202406,2.7060,认沽
10006267.SH,科创50购2024年6月1150,2023-11-07,2024-06-26,202406,1.1500,认购
10006268.SH,科创50沽2024年6月1150,2023-11-07,2024-06-26,202406,1.1500,认沽
10006269.SH,科创板50购2023年11月1150,2023-11-15,2023-11-22,202311,1.1500,认购
10006270.SH,科创板50沽2023年11月1150,2023-11-15,2023-11-22,202311,1.1500,认沽
10006271.SH,科创板50购2024年6月1150,2023-11-15,2024-06-26,202406,1.1500,认购
10006272.SH,科创板50沽2024年6月1150,2023-11-15,2024-06-26,202406,1.1500,认沽
10006273.SH,50ETF购2024年1月2214A,2023-11-23,2024-01-24,202401,2.2140,认购
10006274.SH,50ETF购2024年1月2264A,2023-11-23,2024-01-24,202401,2.2640,认购
10006275.SH,50ETF购2024年1月2313A,2023-11-23,2024-01-24,202401,2.3130,认购
10006276.SH,50ETF购2024年1月2362A,2023-11-23,2024-01-24,202401,2.3620,认购
10006277.SH,50ETF购2024年1月2411A,2023-11-23,2024-01-24,202401,2.4110,认购
10006278.SH,50ETF购2024年1月2460A,2023-11-23,2024-01-24,202401,2.4600,认购
10006279.SH,50ETF购2024年1月2510A,2023-11-23,2024-01-24,202401,2.5100,认购
10006280.SH,50ETF购2024年1月2559A,2023-11-23,2024-01-24,202401,2.5590,认购
10006281.SH,50ETF购2024年1月2608A,2023-11-23,2024-01-24,202401,2.6080,认购
10006282.SH,50ETF沽2024年1月2214A,2023-11-23,2024-01-24,202401,2.2140,认沽
10006283.SH,50ETF沽2024年1月2264A,2023-11-23,2024-01-24,202401,2.2640,认沽
10006284.SH,50ETF沽2024年1月2313A,2023-11-23,2024-01-24,202401,2.3130,认沽
10006285.SH,50ETF沽2024年1月2362A,2023-11-23,2024-01-24,202401,2.3620,认沽
10006286.SH,50ETF沽2024年1月2411A,2023-11-23,2024-01-24,202401,2.4110,认沽
